StationId,StationName,City,State,FullAddress,location,latitude,longitude,road_distance,river_distance,industry_distance
MP007,"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,"Jabalpur, Madhya Pradesh, India","Jabalpur, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, India",23.1701522,79.9324505,73.05324339,1000.154407,2440.174514
MP008,"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,"Katni, Madhya Pradesh, India","Katni, Madhya Pradesh, India",23.7176393,80.2610181,5000,15000,30000
MP009,"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,"Maihar, Madhya Pradesh, India","Maihar, Maihar Tahsil, Maihar, Madhya Pradesh, India",24.260444,80.7592749,61.21046181,451.8222796,4044.574228
MP010,"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,"Mandideep, Madhya Pradesh, India","Mandideep, NH46, Mandideep, Goharganj Tahsil, Raisen, Madhya Pradesh, 462046, India",23.093838,77.5114296,74.53197349,7339.49939,643.5276199
MP011,"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,"Pithampur, Madhya Pradesh, India","Pithampur, Pithampur Tahsil, Dhar, Madhya Pradesh, 454775, India",22.6105576,75.6790283,23.78762567,2865.420331,112.791916
MP012,"Shasthri Nagar, Ratlam - IPCA Lab",Ratlam,Madhya Pradesh,"Ratlam, Madhya Pradesh, India","Ratlam, Madhya Pradesh, India",23.50222,74.9551534,634.6575524,2563.574756,5980.165091
MP013,"Deen Dayal Nagar, Sagar - MPPCB",Sagar,Madhya Pradesh,"Sagar, Madhya Pradesh, India","Sagar, Madhya Pradesh, India",23.8083076,78.758254,38.05049015,1943.171154,8090.587176
MP014,"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,"Satna, Madhya Pradesh, India","Satna, Madhya Pradesh, India",24.6954445,80.7770348,166.0098012,11358.97191,9928.083298
MP015,"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,Madhya Pradesh,"Singrauli, Madhya Pradesh, India","Singrauli, Madhya Pradesh, India",24.2431343,82.3827672,760.0220037,4439.246743,5053.478699
MP016,"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,Madhya Pradesh,"Ujjain, Madhya Pradesh, India","Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India",23.1885131,75.7716562,15.5822742,695.697303,1221.145471
MH001,"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,"Aurangabad, Maharashtra, India","Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India",19.877263,75.3390241,24.53105784,2389.397101,1130.426074
MH002,"Chandrapur, Chandrapur - MPCB",Chandrapur,Maharashtra,"Chandrapur, Maharashtra, India","Chandrapur, Maharashtra, India",20.0967555,79.5045475,252.1580283,5540.193528,11317.137
MH003,"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,"Chandrapur, Maharashtra, India","Chandrapur, Maharashtra, India",20.0967555,79.5045475,252.1580283,5540.193528,11317.137
MH004,"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,"Kalyan, Maharashtra, India","Kalyan, Kalyan-Dombivli, Kalyan Taluka, Thane, Maharashtra, India",19.2396742,73.1366482,15.62278858,741.0604904,757.8111657
MH005,"Bandra, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH006,"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH007,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH008,"Colaba, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH009,"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH010,"Powai, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH011,"Sion, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH012,"Vasai West, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH013,"Vile Parle West, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH014,"Worli, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.99410873,140.0311195,54.06164059
MH015,"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,"Nagpur, Maharashtra, India","Nagpur City, Nagpur Urban Taluka, Nagpur, Maharashtra, India",21.1498134,79.0820556,126.3796012,1108.742943,1034.914117
MH016,"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,"Nashik, Maharashtra, India","Nashik, Nashik Taluka, Nashik, Maharashtra, 422001, India",20.0112475,73.7902364,43.65055528,146.2166096,1829.81407
MH017,"Airoli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923,107.3842797,1528.853519
MH018,"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923,107.3842797,1528.853519
MH019,"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923,107.3842797,1528.853519
MH020,"Karve Road, Pune - MPCB",Pune,Maharashtra,"Pune, Maharashtra, India","Pune City, Pune, Maharashtra, India",18.5213738,73.8545071,26.2107634,50.99718701,1434.884236
MH021,"Solapur, Solapur - MPCB",Solapur,Maharashtra,"Solapur, Maharashtra, India","Solapur, Maharashtra, India",17.8499067,75.2763203,38.84725307,44.77270247,4450.03225
MH022,"Pimpleshwar Mandir, Thane - MPCB",Thane,Maharashtra,"Thane, Maharashtra, India","Thane, Thane Taluka, Thane, Maharashtra, India",19.1943294,72.9701779,32.09316939,238.8024223,782.0462486
ML001,"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,"Shillong, Meghalaya, India","Shillong, Police Bazar Road, Mawkhar, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India",25.5760446,91.8825282,8.284922786,309.2618686,3714.41739
MZ001,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,"Aizawl, Mizoram, India","Aizawl, Tlangnuam, Aizawl, Mizoram, 796190, India",23.7433532,92.7382756,5000,15000,30000
OD001,"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,Odisha,"Brajrajnagar, Odisha, India","Community Health Centre, Brajrajnagar, Bilaspur - Kharagpur Highway, Orient, Jharsuguda, Odisha, 768216, India",21.8498594,83.9254698,47.05787339,2133.022908,4027.79252
OD002,"Talcher Coalfields,Talcher - OSPCB",Talcher,Odisha,"Talcher, Odisha, India","Talcher, Angul - Talcher Road, Talcher, Colliery, Angul, Odisha, 759100, India",20.9322302,85.2005822,42.63835557,955.1046866,1937.460011
PB001,"Golden Temple, Amritsar - PPCB",Amritsar,Punjab,"Amritsar, Punjab, India","Amritsar, Amritsar I Tahsil, Amritsar, Punjab, 143001, India",31.6356659,74.8787496,4.785131947,1407.103518,1534.864969
PB002,"Hardev Nagar, Bathinda - PPCB",Bathinda,Punjab,"Bathinda, Punjab, India","Bathinda, Punjab, India",30.1794813,75.0471098,957.8690167,1061.64374,5775.710935
PB003,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,"Jalandhar, Punjab, India","Jalandhar, Punjab, India",31.2922311,75.5678878,33.5235663,3154.252865,1424.320528
PB004,"Kalal Majra, Khanna - PPCB",Khanna,Punjab,"Khanna, Punjab, India","Khanna, Khanna Tahsil, Ludhiana, Punjab, 141401, India",30.700625,76.2220763,14.3404952,334.801252,1652.193687
PB005,"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,Punjab,"Ludhiana, Punjab, India","Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141001, India",30.9090157,75.851601,3.827347841,7330.917073,1388.427352
PB006,"RIMT University, Mandi Gobindgarh - PPCB",Gobindgarh,Punjab,"Gobindgarh, Punjab, India","Gobindgarh, Ludhiana (East) Tahsil, Ludhiana, Punjab, 141017, India",30.8613538,75.9461613,17.37770947,3555.325422,624.1842786
PB007,"Model Town, Patiala - PPCB",Patiala,Punjab,"Patiala, Punjab, India","Patiala, Punjab, India",30.2092777,76.3397231,222.5518324,2066.728092,5549.858879
PB008,"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,Punjab,"Rupnagar, Punjab, India","Rupnagar, Punjab, India",31.0917102,76.5289701,547.7571838,3902.293712,5624.392291
RJ001,"Moti Doongri, Alwar - RSPCB",Alwar,Rajasthan,"Alwar, Rajasthan, India","Alwar, Rajasthan, India",27.4140048,76.6170387,91.08718906,9570.171671,12377.83557
RJ002,"Civil Lines, Ajmer - RSPCB",Ajmer,Rajasthan,"Ajmer, Rajasthan, India","Ajmer, Ajmer Tehsil, Ajmer, Rajasthan, India",26.4691,74.639,25.83257948,772.5191456,2341.497094
RJ004,"Adarsh Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,93.26117101,1703.85695,2804.514687
RJ005,"Police Commissionerate, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,93.26117101,1703.85695,2804.514687
RJ006,"Shastri Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,52.87704716,393.2102774,2124.641152
RJ007,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,"Jodhpur, Rajasthan, India","Jodhpur, Jodhpur Tehsil, Jodhpur, Rajasthan, India",26.2967719,73.0351433,1.958666581,44.3000297,485.2279881
RJ008,"Shrinath Puram, Kota - RSPCB",Kota,Rajasthan,"Kota, Rajasthan, India","Kota, Ladpura Tehsil, Kota, Rajasthan, 324001, India",25.1737019,75.8574194,5000,15000,30000
RJ009,"Indira Colony Vistar, Pali - RSPCB",Pali,Rajasthan,"Pali, Rajasthan, India","Pali, Rajasthan, India",25.455221,73.419389,14.91635848,432.6975664,2788.012924
RJ010,"Ashok Nagar, Udaipur - RSPCB",Udaipur,Rajasthan,"Udaipur, Rajasthan, India","Udaipur, Girwa Tehsil, Udaipur, Rajasthan, 313001, India",24.578721,73.6862571,28.31805598,418.4430175,405.7078977
TN001,"Alandur Bus Depot, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.31805598,418.4430175,405.7078977
TN002,"Manali Village, Chennai - TNPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.31805598,418.4430175,405.7078977
TN003,"Manali, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.31805598,418.4430175,405.7078977
TN004,"Velachery Res. Area, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,16.09012324,1148.198938,0
TN005,"SIDCO Kurichi, Coimbatore - TNPCB",Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu, India","Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India",11.0018115,76.9628425,35.98229969,313.9876688,1408.903604
TG001,"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.98229969,313.9876688,1408.903604
TG002,"Central University, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.98229969,313.9876688,1408.903604
TG003,"ICRISAT Patancheru, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.98229969,313.9876688,1408.903604
TG004,"IDA Pashamylaram, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.98229969,313.9876688,1408.903604
TG005,"Sanathnagar, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.98229969,313.9876688,1408.903604
TG006,"Zoo Park, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,54.17038481,1537.400502,1419.286779
UP001,"Sanjay Palace, Agra - UPPCB",Agra,Uttar Pradesh,"Agra, Uttar Pradesh, India","Agra, Uttar Pradesh, India",27.1752554,78.0098161,172.094145,9850.284673,10041.41811
UP002,"New Collectorate, Baghpat - UPPCB",Baghpat,Uttar Pradesh,"Baghpat, Uttar Pradesh, India","Baghpat, Uttar Pradesh, India",29.0374779,77.3062737,132.5443662,15093.16706,10470.38094
UP003,"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,Uttar Pradesh,"Bulandshahr, Uttar Pradesh, India","Bulandshahr, Uttar Pradesh, India",28.3874073,77.9743805,38.91005325,848.2565731,1644.045441
UP004,"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.91005325,848.2565731,1644.045441
UP005,"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.91005325,848.2565731,1644.045441
UP006,"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.91005325,848.2565731,1644.045441
UP007,"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,314.2425559,78.35720947,1419.795016
UP008,"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India","Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India",28.4670734,77.5137649,314.2425559,78.35720947,1419.795016
UP009,"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India","Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India",28.4670734,77.5137649,50.60008798,49.19394588,6799.08469
UP010,"Anand Vihar, Hapur - UPPCB",Hapur,Uttar Pradesh,"Hapur, Uttar Pradesh, India","Hapur, Uttar Pradesh, India",28.7166767,77.890433,145.8757985,1770.873016,0
UP011,"Nehru Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India","Kanpur, Kanpur Nagar, Uttar Pradesh, India",26.4609135,80.3217588,3.883282686,2479.208666,1197.136307
UP012,"Central School, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282686,2479.208666,1197.136307
UP013,"Gomti Nagar, Lucknow - UPPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282686,2479.208666,1197.136307
UP014,"Lalbagh, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282686,2479.208666,1197.136307
UP015,"Nishant Ganj, Lucknow - UPPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282686,2479.208666,1197.136307
UP016,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,37.85743946,8230.770056,2331.765602
UP017,"Ganga Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,37.85743946,8230.770056,2331.765602
UP018,"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,37.85743946,8230.770056,2331.765602
UP019,"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,60.42102027,3680.39645,4122.168124
UP020,"Lajpat Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,"Moradabad, Uttar Pradesh, India","Moradabad, Uttar Pradesh, India",28.8796553,78.8095335,40.06047565,2101.820367,1281.094048
UP022,"Sector - 125, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,40.06047565,2101.820367,1281.094048
UP023,"Sector - 62, Noida - IMD",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,40.06047565,2101.820367,1281.094048
UP024,"Sector-1, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,84.61508362,356.6716359,2377.825682
UP025,"Sector-116, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,126.8375859,604.2689669,3757.352297
UP026,"Ardhali Bazar, Varanasi - UPPCB",Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India","Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India",25.3356491,83.0076292,25.91589199,454.4259344,2478.500861
WB001,"Asansol Court Area, Asansol - WBPCB",Asansol,West Bengal,"Asansol, West Bengal, India","Asansol, Asansol Kulti Township, Paschim Bardhaman, West Bengal, India",23.6871297,86.9746587,2.229527622,181.3749224,1450.619663
WB002,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,West Bengal,"Durgapur, West Bengal, India","Durgapur, Faridpur Durgapur, Paschim Bardhaman, West Bengal, 713200, India",23.5350475,87.3380425,41.50262967,352.0422739,820.5533024
WB003,"Haldia, Haldia - WBPCB",Haldia,West Bengal,"Haldia, West Bengal, India","Haldia, Purba Medinipur, West Bengal, 721604, India",22.028124,88.0632655,41.50262967,352.0422739,820.5533024
WB004,"Belur Math, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,41.50262967,352.0422739,820.5533024
WB005,"Ghusuri, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,29.15843698,183.1861024,1276.675262
WB006,"Padmapukur, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,29.15843698,183.1861024,1276.675262
WB007,"Ballygunge, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843698,183.1861024,1276.675262
WB008,"Bidhannagar, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843698,183.1861024,1276.675262
WB009,"Fort William, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843698,183.1861024,1276.675262
WB010,"Jadavpur, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843698,183.1861024,1276.675262
WB011,"Rabindra Bharati University, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843698,183.1861024,1276.675262
WB012,"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,20.52246527,1039.725991,1129.355244
WB013,"Victoria, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,5000,15000,30000
WB014,"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,"Siliguri, West Bengal, India","Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, India",26.7164127,88.4309916,5000,15000,30000
,,,,,,,,93.26117101,1703.85695,2804.514687
,,,,,,,,40.06047565,2101.820367,1281.094048
