,StationName,City,State,FullAddress,location,latitude,longitude,road_distance,river_distance,industry_distance
113,"Thavakkara, Kannur - Kerala PCB",Kannur,Kerala,"Kannur, Kerala, India","Kannur, Kerala, India",11.8763836,75.3737973,6.408647182988292,509.09809661887044,901.8313837117729
114,"Vyttila, Kochi - Kerala PCB",Kochi,Kerala,"Kochi, Kerala, India","Kochi, Ernakulam, Kerala, 682001, India",9.9679032,76.2444378,3.875599888138225,86.87695356203031,329.641273259879
115,"Polayathode, Kollam - Kerala PCB",Kollam,Kerala,"Kollam, Kerala, India","Kollam, Kerala, 691001, India",8.8870815,76.5907017,18.57306093797939,626.411552240125,164.80535375172863
116,"Palayam, Kozhikode - Kerala PCB",Kozhikode,Kerala,"Kozhikode, Kerala, India","Kozhikode, Kerala, 673001, India",11.2450558,75.7754716,5.888814168600165,15.804142379585757,507.59391029040273
117,"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala, India","Thiruvananthapuram, Kerala, 695001, India",8.4882267,76.947551,3.5832440125720475,409.09973326986784,438.14954766562715
118,"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala, India","Thiruvananthapuram, Kerala, 695001, India",8.4882267,76.947551,3.5832440125720475,409.09973326986784,438.14954766562715
119,"T T Nagar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh, India","Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India",23.2584857,77.401989,10.616265081808887,692.4194625301365,2267.916499225376
120,"Shrivastav Colony, Damoh - MPPCB",Damoh,Madhya Pradesh,"Damoh, Madhya Pradesh, India","Damoh, Madhya Pradesh, India",23.7981005,79.5419356,355.6827909431163,2090.6012399031183,14712.983778826323
121,"Bhopal Chauraha, Dewas - MPPCB",Dewas,Madhya Pradesh,"Dewas, Madhya Pradesh, India","Dewas, Madhya Pradesh, India",22.8057498,76.2940408,385.055829958815,6906.8195597393715,25178.911630308477
122,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,"Gwalior, Madhya Pradesh, India","Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",26.2037247,78.1573628,17.32559420083755,1012.8883984614129,3333.9894394481908
123,"Phool Bagh, Gwalior - Mondelez Ind. Food",Gwalior,Madhya Pradesh,"Gwalior, Madhya Pradesh, India","Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",26.2037247,78.1573628,17.32559420083755,1012.8883984614129,3333.9894394481908
124,"Chhoti Gwaltoli, Indore - MPPCB",Indore,Madhya Pradesh,"Indore, Madhya Pradesh, India","Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",22.7203616,75.8681996,26.783587182279913,2819.5737480648263,440.2535136524196
125,"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,"Jabalpur, Madhya Pradesh, India","Jabalpur, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, India",23.1701522,79.9324505,73.05324338850149,1000.1544066522924,2440.174513722024
126,"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,"Katni, Madhya Pradesh, India","Katni, Madhya Pradesh, India",23.7176393,80.2610181,5000.0,15000.0,30000.0
127,"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,"Maihar, Madhya Pradesh, India","Maihar, Maihar Tahsil, Maihar, Madhya Pradesh, India",24.260444,80.7592749,61.21046181114994,451.8222796060641,4044.5742277921217
128,"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,"Mandideep, Madhya Pradesh, India","Mandideep, NH46, Mandideep, Goharganj Tahsil, Raisen, Madhya Pradesh, 462046, India",23.093838,77.5114296,74.531973485258,7339.499389750618,643.5276199065567
129,"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,"Pithampur, Madhya Pradesh, India","Pithampur, Pithampur Tahsil, Dhar, Madhya Pradesh, 454775, India",22.6105576,75.6790283,23.787625665115918,2865.420331384999,112.79191598136273
130,"Shasthri Nagar, Ratlam - IPCA Lab",Ratlam,Madhya Pradesh,"Ratlam, Madhya Pradesh, India","Ratlam, Madhya Pradesh, India",23.50222,74.9551534,634.6575523963966,2563.5747557265404,5980.165091033747
131,"Deen Dayal Nagar, Sagar - MPPCB",Sagar,Madhya Pradesh,"Sagar, Madhya Pradesh, India","Sagar, Madhya Pradesh, India",23.8083076,78.758254,38.05049014962238,1943.1711539983871,8090.587175889364
132,"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,"Satna, Madhya Pradesh, India","Satna, Madhya Pradesh, India",24.6954445,80.7770348,166.00980120233888,11358.97190810665,9928.083298275078
133,"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,Madhya Pradesh,"Singrauli, Madhya Pradesh, India","Singrauli, Madhya Pradesh, India",24.2431343,82.3827672,760.0220037362045,4439.246743124592,5053.478699416677
134,"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,Madhya Pradesh,"Ujjain, Madhya Pradesh, India","Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India",23.1885131,75.7716562,15.5822742047909,695.6973029629679,1221.1454710577925
135,"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,"Aurangabad, Maharashtra, India","Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India",19.877263,75.3390241,24.531057837655553,2389.3971014265144,1130.4260744899184
136,"Chandrapur, Chandrapur - MPCB",Chandrapur,Maharashtra,"Chandrapur, Maharashtra, India","Chandrapur, Maharashtra, India",20.0967555,79.5045475,252.15802834678937,5540.193527519985,11317.137001826304
137,"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,"Chandrapur, Maharashtra, India","Chandrapur, Maharashtra, India",20.0967555,79.5045475,252.15802834678937,5540.193527519985,11317.137001826304
138,"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,"Kalyan, Maharashtra, India","Kalyan, Kalyan-Dombivli, Kalyan Taluka, Thane, Maharashtra, India",19.2396742,73.1366482,15.622788580856627,741.0604904428654,757.811165688525
139,"Bandra, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
140,"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
141,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
142,"Colaba, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
143,"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
144,"Powai, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
145,"Sion, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
146,"Vasai West, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
147,"Vile Parle West, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
148,"Worli, Mumbai - MPCB",Mumbai,Maharashtra,"Mumbai, Maharashtra, India","Mumbai Suburban, Maharashtra, India",19.054999,72.8692035,24.994108731242658,140.03111947197812,54.061640589065526
149,"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,"Nagpur, Maharashtra, India","Nagpur City, Nagpur Urban Taluka, Nagpur, Maharashtra, India",21.1498134,79.0820556,126.37960121345726,1108.7429427393447,1034.9141172919142
150,"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,"Nashik, Maharashtra, India","Nashik, Nashik Taluka, Nashik, Maharashtra, 422001, India",20.0112475,73.7902364,43.6505552786479,146.21660963388786,1829.814070377911
151,"Airoli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923466261,107.38427966758074,1528.8535190985576
152,"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923466261,107.38427966758074,1528.8535190985576
153,"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India","Navi Mumbai, Thane Taluka, Thane, Maharashtra, India",19.0308262,73.0198537,79.80909923466261,107.38427966758074,1528.8535190985576
154,"Karve Road, Pune - MPCB",Pune,Maharashtra,"Pune, Maharashtra, India","Pune City, Pune, Maharashtra, India",18.5213738,73.8545071,26.210763395916967,50.99718701190064,1434.8842358657332
155,"Solapur, Solapur - MPCB",Solapur,Maharashtra,"Solapur, Maharashtra, India","Solapur, Maharashtra, India",17.8499067,75.2763203,38.847253068478935,44.77270246669304,4450.032250496493
156,"Pimpleshwar Mandir, Thane - MPCB",Thane,Maharashtra,"Thane, Maharashtra, India","Thane, Thane Taluka, Thane, Maharashtra, India",19.1943294,72.9701779,32.093169387166775,238.8024223144909,782.046248575186
157,"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,"Shillong, Meghalaya, India","Shillong, Police Bazar Road, Mawkhar, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India",25.5760446,91.8825282,8.28492278634918,309.2618686245854,3714.417390148721
158,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,"Aizawl, Mizoram, India","Aizawl, Tlangnuam, Aizawl, Mizoram, 796190, India",23.7433532,92.7382756,5000.0,15000.0,30000.0
159,"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,Odisha,"Brajrajnagar, Odisha, India","Community Health Centre, Brajrajnagar, Bilaspur - Kharagpur Highway, Orient, Jharsuguda, Odisha, 768216, India",21.8498594,83.9254698,47.05787339264442,2133.022908210025,4027.792519659816
160,"Talcher Coalfields,Talcher - OSPCB",Talcher,Odisha,"Talcher, Odisha, India","Talcher, Angul - Talcher Road, Talcher, Colliery, Angul, Odisha, 759100, India",20.9322302,85.2005822,42.63835557038958,955.1046866201764,1937.460011443622
161,"Golden Temple, Amritsar - PPCB",Amritsar,Punjab,"Amritsar, Punjab, India","Amritsar, Amritsar I Tahsil, Amritsar, Punjab, 143001, India",31.6356659,74.8787496,4.785131947367158,1407.103518274332,1534.8649693688837
162,"Hardev Nagar, Bathinda - PPCB",Bathinda,Punjab,"Bathinda, Punjab, India","Bathinda, Punjab, India",30.1794813,75.0471098,957.8690166901316,1061.6437397290792,5775.710935397838
163,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,"Jalandhar, Punjab, India","Jalandhar, Punjab, India",31.2922311,75.5678878,33.523566300630165,3154.252865441609,1424.3205276857639
164,"Kalal Majra, Khanna - PPCB",Khanna,Punjab,"Khanna, Punjab, India","Khanna, Khanna Tahsil, Ludhiana, Punjab, 141401, India",30.700625,76.2220763,14.34049520442913,334.80125200575134,1652.1936874564858
165,"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,Punjab,"Ludhiana, Punjab, India","Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141001, India",30.9090157,75.851601,3.8273478411890047,7330.917072694087,1388.4273521030232
166,"RIMT University, Mandi Gobindgarh - PPCB",Gobindgarh,Punjab,"Gobindgarh, Punjab, India","Gobindgarh, Ludhiana (East) Tahsil, Ludhiana, Punjab, 141017, India",30.8613538,75.9461613,17.37770947303548,3555.325422151613,624.1842785847736
167,"Model Town, Patiala - PPCB",Patiala,Punjab,"Patiala, Punjab, India","Patiala, Punjab, India",30.2092777,76.3397231,222.55183240199705,2066.728092407819,5549.858878582834
168,"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,Punjab,"Rupnagar, Punjab, India","Rupnagar, Punjab, India",31.0917102,76.5289701,547.7571837917259,3902.293711815037,5624.392290827311
169,"Moti Doongri, Alwar - RSPCB",Alwar,Rajasthan,"Alwar, Rajasthan, India","Alwar, Rajasthan, India",27.4140048,76.6170387,91.08718906349901,9570.171671099759,12377.835566711225
170,"Civil Lines, Ajmer - RSPCB",Ajmer,Rajasthan,"Ajmer, Rajasthan, India","Ajmer, Ajmer Tehsil, Ajmer, Rajasthan, India",26.4691,74.639,25.832579476291166,772.5191456008176,2341.4970941275656
172,"Adarsh Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,93.26117101210188,1703.8569498519118,2804.514687153796
173,"Police Commissionerate, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,93.26117101210188,1703.8569498519118,2804.514687153796
174,"Shastri Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,"Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",26.9154576,75.8189817,52.87704715700189,393.2102774179766,2124.641151832848
175,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,"Jodhpur, Rajasthan, India","Jodhpur, Jodhpur Tehsil, Jodhpur, Rajasthan, India",26.2967719,73.0351433,1.9586665813740345,44.300029695044785,485.2279881238815
176,"Shrinath Puram, Kota - RSPCB",Kota,Rajasthan,"Kota, Rajasthan, India","Kota, Ladpura Tehsil, Kota, Rajasthan, 324001, India",25.1737019,75.8574194,5000.0,15000.0,30000.0
177,"Indira Colony Vistar, Pali - RSPCB",Pali,Rajasthan,"Pali, Rajasthan, India","Pali, Rajasthan, India",25.455221,73.419389,14.91635848045099,432.6975663798564,2788.012923835391
178,"Ashok Nagar, Udaipur - RSPCB",Udaipur,Rajasthan,"Udaipur, Rajasthan, India","Udaipur, Girwa Tehsil, Udaipur, Rajasthan, 313001, India",24.578721,73.6862571,28.318055976225345,418.44301750568417,405.7078976930687
179,"Alandur Bus Depot, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.318055976225345,418.44301750568417,405.7078976930687
180,"Manali Village, Chennai - TNPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.318055976225345,418.44301750568417,405.7078976930687
181,"Manali, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,28.318055976225345,418.44301750568417,405.7078976930687
182,"Velachery Res. Area, Chennai - CPCB",Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, 600001, India",13.0836939,80.270186,16.090123239429772,1148.1989381008887,0.0
183,"SIDCO Kurichi, Coimbatore - TNPCB",Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu, India","Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India",11.0018115,76.9628425,35.982299691203636,313.9876687714141,1408.9036037363087
184,"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.982299691203636,313.9876687714141,1408.9036037363087
185,"Central University, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.982299691203636,313.9876687714141,1408.9036037363087
186,"ICRISAT Patancheru, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.982299691203636,313.9876687714141,1408.9036037363087
187,"IDA Pashamylaram, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.982299691203636,313.9876687714141,1408.9036037363087
188,"Sanathnagar, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,35.982299691203636,313.9876687714141,1408.9036037363087
189,"Zoo Park, Hyderabad - TSPCB",Hyderabad,Telangana,"Hyderabad, Telangana, India","Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",17.360589,78.4740613,54.17038481122435,1537.4005024264357,1419.2867786087334
190,"Sanjay Palace, Agra - UPPCB",Agra,Uttar Pradesh,"Agra, Uttar Pradesh, India","Agra, Uttar Pradesh, India",27.1752554,78.0098161,172.09414498633438,9850.28467331405,10041.418112419344
191,"New Collectorate, Baghpat - UPPCB",Baghpat,Uttar Pradesh,"Baghpat, Uttar Pradesh, India","Baghpat, Uttar Pradesh, India",29.0374779,77.3062737,132.544366199768,15093.167059878338,10470.380943612614
192,"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,Uttar Pradesh,"Bulandshahr, Uttar Pradesh, India","Bulandshahr, Uttar Pradesh, India",28.3874073,77.9743805,38.910053248888644,848.2565730673563,1644.0454409060917
193,"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.910053248888644,848.2565730673563,1644.0454409060917
194,"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.910053248888644,848.2565730673563,1644.0454409060917
195,"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,38.910053248888644,848.2565730673563,1644.0454409060917
196,"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India","Ghaziabad, Uttar Pradesh, India",28.7749966,77.4586967,314.24255590778205,78.357209473964,1419.7950158534047
197,"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India","Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India",28.4670734,77.5137649,314.24255590778205,78.357209473964,1419.7950158534047
198,"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India","Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India",28.4670734,77.5137649,50.600087977232604,49.19394588033538,6799.0846896217245
199,"Anand Vihar, Hapur - UPPCB",Hapur,Uttar Pradesh,"Hapur, Uttar Pradesh, India","Hapur, Uttar Pradesh, India",28.7166767,77.890433,145.87579849179176,1770.8730157788066,0.0
200,"Nehru Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India","Kanpur, Kanpur Nagar, Uttar Pradesh, India",26.4609135,80.3217588,3.883282685965413,2479.20866641732,1197.1363073793966
201,"Central School, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282685965413,2479.20866641732,1197.1363073793966
202,"Gomti Nagar, Lucknow - UPPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282685965413,2479.20866641732,1197.1363073793966
203,"Lalbagh, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282685965413,2479.20866641732,1197.1363073793966
204,"Nishant Ganj, Lucknow - UPPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,3.883282685965413,2479.20866641732,1197.1363073793966
205,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India","Lucknow, Uttar Pradesh, 226027, India",26.8381,80.9346001,37.85743946265514,8230.770056027335,2331.7656020583563
206,"Ganga Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,37.85743946265514,8230.770056027335,2331.7656020583563
207,"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,37.85743946265514,8230.770056027335,2331.7656020583563
208,"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India","Meerut, Uttar Pradesh, India",29.0018557,77.7679671,60.4210202725336,3680.396450204105,4122.168123694647
209,"Lajpat Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,"Moradabad, Uttar Pradesh, India","Moradabad, Uttar Pradesh, India",28.8796553,78.8095335,40.060475646507186,2101.8203666067357,1281.0940480131203
211,"Sector - 125, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,40.060475646507186,2101.8203666067357,1281.0940480131203
212,"Sector - 62, Noida - IMD",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,40.060475646507186,2101.8203666067357,1281.0940480131203
213,"Sector-1, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,84.61508361645227,356.67163593006285,2377.8256816188054
214,"Sector-116, Noida - UPPCB",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, India",28.5706333,77.3272147,126.83758590072418,604.2689668823785,3757.3522969776864
215,"Ardhali Bazar, Varanasi - UPPCB",Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India","Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India",25.3356491,83.0076292,25.91589199195905,454.42593435111775,2478.5008605392886
216,"Asansol Court Area, Asansol - WBPCB",Asansol,West Bengal,"Asansol, West Bengal, India","Asansol, Asansol Kulti Township, Paschim Bardhaman, West Bengal, India",23.6871297,86.9746587,2.229527622171411,181.37492235744185,1450.6196625612508
217,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,West Bengal,"Durgapur, West Bengal, India","Durgapur, Faridpur Durgapur, Paschim Bardhaman, West Bengal, 713200, India",23.5350475,87.3380425,41.502629672279205,352.04227394167077,820.5533024350776
218,"Haldia, Haldia - WBPCB",Haldia,West Bengal,"Haldia, West Bengal, India","Haldia, Purba Medinipur, West Bengal, 721604, India",22.028124,88.0632655,41.502629672279205,352.04227394167077,820.5533024350776
219,"Belur Math, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,41.502629672279205,352.04227394167077,820.5533024350776
220,"Ghusuri, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,29.15843697912942,183.18610237800118,1276.6752622474392
221,"Padmapukur, Howrah - WBPCB",Howrah,West Bengal,"Howrah, West Bengal, India","Haora, Howrah, West Bengal, India",22.5736296,88.3251045,29.15843697912942,183.18610237800118,1276.6752622474392
222,"Ballygunge, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843697912942,183.18610237800118,1276.6752622474392
223,"Bidhannagar, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843697912942,183.18610237800118,1276.6752622474392
224,"Fort William, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843697912942,183.18610237800118,1276.6752622474392
225,"Jadavpur, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843697912942,183.18610237800118,1276.6752622474392
226,"Rabindra Bharati University, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,29.15843697912942,183.18610237800118,1276.6752622474392
227,"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,20.522465269476797,1039.725990918455,1129.355244422326
228,"Victoria, Kolkata - WBPCB",Kolkata,West Bengal,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,5000.0,15000.0,30000.0
229,"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,"Siliguri, West Bengal, India","Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, India",26.7164127,88.4309916,5000.0,15000.0,30000.0
171,,,,,,,,93.26117101210188,1703.8569498519118,2804.514687153796
210,,,,,,,,40.060475646507186,2101.8203666067357,1281.0940480131203
